branch_number	0	#8000ff
branch_number	3	#00b4ec
branch_number	4	#80ffb4
branch_number	2	#ffb462
branch_number	1	#ff0000
branch_major	0.PRE	#8000ff
branch_major	0.PE	#4c4ffc
branch_major	0.ANT	#1996f3
branch_major	3.ANT	#1acee3
branch_major	4.ANT	#4df3ce
branch_major	2.ANT	#80ffb4
branch_major	2.MED	#b3f396
branch_major	1.PRE	#e6ce74
branch_major	1.ANT	#ff964f
branch_major	1.IN	#ff4f28
branch_major	1.ORI	#ff0000
branch_minor	0.PRE2	#8000ff
branch_minor	0.PRE1	#7116ff
branch_minor	0.PE7	#632cfe
branch_minor	0.PE2	#5542fd
branch_minor	0.PE8	#4757fb
branch_minor	0.PE10	#396cf9
branch_minor	0.PE4m	#2b7ff6
branch_minor	0.PE4h	#1c92f3
branch_minor	0.PE4t	#0ea4f0
branch_minor	0.PE4a	#00b4ec
branch_minor	0.PE5	#0ec3e7
branch_minor	0.ANT1	#1cd1e2
branch_minor	0.ANT4	#2adddd
branch_minor	0.ANT2	#39e7d7
branch_minor	0.ANT5	#47f0d1
branch_minor	0.ANT3	#55f6ca
branch_minor	3.ANT1	#63fbc3
branch_minor	3.ANT2	#71febc
branch_minor	4.ANT1	#80ffb4
branch_minor	2.ANT3	#8efeac
branch_minor	2.ANT2	#9cfba4
branch_minor	2.ANT1	#aaf69b
branch_minor	2.MED0	#b8f092
branch_minor	2.MED3	#c6e789
branch_minor	2.MED2	#d4dd80
branch_minor	2.MED1	#e3d176
branch_minor	1.PRE0	#f1c36c
branch_minor	1.PRE1	#ffb462
branch_minor	1.PRE2	#ffa457
branch_minor	1.PRE3	#ff924d
branch_minor	1.ANT1	#ff8042
branch_minor	1.IN1	#ff6c37
branch_minor	1.IN2	#ff572c
branch_minor	1.IN3	#ff4221
branch_minor	1.ORI1	#ff2c16
branch_minor	1.ORI3	#ff160b
branch_minor	1.ORI2	#ff0000
country	Russia	#8000ff
country	Lithuania	#7215ff
country	Estonia	#652afe
country	Germany	#573ffd
country	China	#4a53fc
country	Azerbaijan	#3c66fa
country	Armenia	#2f79f7
country	Georgia	#228bf4
country	Mongolia	#149df1
country	Tajikistan	#07adee
country	Kyrgyzstan	#07bcea
country	England	#14c9e5
country	Spain	#22d5e0
country	France	#2fe0db
country	Nepal	#3cead5
country	India	#4af1d0
country	Kazakhstan	#57f7c9
country	Turkmenistan	#65fcc3
country	Uzbekistan	#72febc
country	Iran	#80ffb4
country	United States of America	#8dfead
country	Norway	#9afca5
country	Italy	#a8f79d
country	Poland	#b5f194
country	Switzerland	#c3ea8b
country	The Netherlands	#d0e083
country	Uganda	#ddd579
country	Democratic Republic of the Congo	#ebc970
country	Kenya	#f8bc66
country	Indonesia	#ffad5d
country	Madagascar	#ff9d53
country	Vietnam	#ff8b49
country	Myanmar	#ff793f
country	Peru	#ff6634
country	Canada	#ff532a
country	Algeria	#ff3f20
country	Brazil	#ff2a15
country	Zimbabwe	#ff150b
country	Bolivia	#ff0000
province	Krasnoyarsk Krai	#8000ff
province	Panevezys County	#7b07ff
province	Pärnu maakond	#760eff
province	Irkutsk Oblast	#7215ff
province	Bavaria	#6d1dff
province	Altai Krai	#6924fe
province	Qinghai	#642bfe
province	Republic of Dagestan	#6032fe
province	Goranboy District	#5b39fd
province	Syunik Province	#5740fd
province	Shirak Province	#5247fc
province	Gegharkunik Province	#4d4dfc
province	Samtskhe-Javakheti	#4954fb
province	Shahbuz Rayon	#445bfb
province	Samara Oblast	#4062fa
province	Sečuán	#3b68f9
province	Inner Mongolia	#376ff9
province	Bayankhongor	#3275f8
province	Sughd Province	#2e7bf7
province	Talas Region	#2982f6
province	Altai Republic	#2488f5
province	Govi-Altai	#208ef4
province	Övörkhangai	#1b94f3
province	Ömnögovi	#1799f2
province	Omnogovi	#129ff1
province	Bayan-Ölgii	#0ea5ef
province	Khovd	#09aaee
province	Xinjiang	#05afed
province	Issyk-Kul Region	#00b4ec
province	East of England	#05b9ea
province	Valencia Community	#09bee9
province	Centre-Loire Valley	#0ec3e7
province	Osh Region	#12c7e6
province	Naryn Region	#17cce4
province	Gansu	#1bd0e3
province	Dornogovi	#20d4e1
province	Tuva Republic	#24d8df
province	Jilin	#29dcdd
province	St. Petersberg	#2edfdc
province	Heilongjiang	#32e3da
province	Zabaykalsky Krai	#37e6d8
province	Tibet	#3be9d6
province	Gandaki Pradesh	#40ecd4
province	Maharashtra	#44eed2
province	Himachal Pradesh	#49f1d0
province	Karachay-Cherkessia	#4df3ce
province	Kabardino-Balkaria	#52f5cc
province	Ningxia	#57f7ca
